trip_id,date_raw,time_of_day,season,route_number,corridor,cbd_stage,sacco,vehicle_type,vehicle_name,capacity,passenger_count,fare_kes,distance_km,fuel_type,fuel_consumption,payment_method,revenue_kes,fuel_price_per_unit
TRP004493,45074,afternoon,long rains,KU1,Kenyatta University,Odeon,kenya mpya,standard,Standard Unit,25,25,KES150,18,Diesel,26.5 litres/100km,Mpesa,Ksh 3750,KES182.45
TRP002873,45974,night,Short Rains,34E,Embakasi,OTC,Embassava,Standard,Standard Unit,33,33,150/-,22.27 km,Diesel,25.3 litres/100km,M-PESA,4950,KES189.97
TRP015768,44972,EVENING,Dry Season,34F,Fedha,OTC,latema,STANDARD,Standard Unit,14 seater,14,Ksh 150,21,diesel,30.14,M-PESA,2100/-,194.4/=
TRP013955,45603,Morning,SHORT RAINS,36,Dandora,OTC,KBS,Electric,BasiGo E-Bus,33 pax,33,81/-,6,ELECTRIC,51.71,MPESA ,2659,25.33
TRP008976,45558,PM,Dry Season,105,Kikuyu,Railways,EAST SHUTTLE,Standard,Standard Unit,33 seater,33,Ksh 65,8km,Diesel,20.6l/100km,CASH,2154.05,Ksh 172.96
TRP005659,29/09/2025,PM,DRY SEASON,14A,Eastleigh,Odeon,EAST SHUTTLE,Standard,Standard Unit,14,14,KES141,17.2,Diesel,30.7 litres/100km,MPESA ,1978.97,201.64
TRP007172,22.12.2024,MORNING,Short Rains,102,Kikuyu,Railways,CITY SHUTTLE,Standard,Standard Unit,14,14,150,20,Diesel,21.83,mpesa,2100,177.8/=
TRP000925,45733,Eve,long rains,105,Kikuyu,Railways,East Shuttle,Standard,Standard Unit,33 seater,33,150/-,23km,Diesel,22.64,CASH,4950,KES195.15
TRP009008,45599,evening,Short Rains,102,Kikuyu,Railways,OMA SERVICES,STANDARD,Standard Unit,33,33,150,20km,Diesel,29.5 L/100km,Mpesa,4950,157.3/=
TRP012805,45788,PM,short rains,125,Rongai,Kencom,Nicco Movers,Nganya,Matrix Damager,14,14,189.48,21.36 km,diesel,29.4,M-Pesa,2653,204.62
TRP006309,45781,Evning,LONG RAINS,33,Pipeline,OTC,Embassava,Standard,Standard Unit,14 pax,14,KES63,7.4,Diesel,27.6,mpesa,875,185.02
TRP000002,45356,Afternoon,Long Rains,100,Kiambu,OTC,ZURI,Nganya,Rongai King,25 pax,25,Ksh 200,26km,Diesel,23.3 litres/100km,M-Pesa,5000,171.4/=
TRP016376,45633,AFTERNOON,Short Rains,48A,Lavington-Kawangware,Kencom,Embassava,Standard,Standard Unit,25-seater,25,50,6,Diesel,20.9l/100km,CASH,KES1250,171.5/=
TRP006618,45419,NIGHT,Long Rains,100,Kiambu,Odeon,Embassava,Standard,Standard Unit,14,14,150,-9.3,Petrol,30.1 litres/100km,Cash,2100,KES190.43
TRP001458,45663,AFTERNOON,Dry Season,69,Outering Road,OTC,OMA SERVICES,Standard,Standard Unit,33,33,150/-,28,Diesel,28.91,Cash,4950,Ksh 194.58
TRP009908,29/07/2025,AM,dry season,8B,Kibra,Railways,FORWARD TRAVELERS,Nganya,Lightning,25-seater,25,200,22.8,Petrol,31.6l/100km,Mpesa,5000,212.8/=
TRP003967,45287,Morning,short rains,46,Kawangware,Kencom,Latema,Standard,Standard Unit,33,33,150,18.5,Diesel,25.0l/100km,mpesa,KSH 4950/=,KES177.25
TRP003927,45797,EVENING,LONG RAINS,8B,Kibra,Railways,East Shuttle,NGANYA,Rongai King,25-seater,25,135,9km,Diesel,26.07,Cash,3377,199.71
TRP015887,45637,afternoon,SHORT RAINS,48A,Lavington-Kawangware,Ambassador,KBS,Nganya,Rogue,25,25,Ksh 64,5.66 km,Diesel,24.3 L/100km,MPESA ,1592,167.53
TRP009180,45019,PM,Long Rains,33J,Jogoo Road,Muthurwa,Forward Travelers,Nganya,B613,14,14,200,22.1,Diesel,18.7l/100km,CASH,2800/-,185.7/=
TRP013405,45866,Nyt,Dry Season,102,Kikuyu,Railways,City Shuttle,Standard,Standard Unit,25 pax,25,KES150,22.21 km,Diesel,29.6 L/100km,Cash,3750,Ksh 197.86
TRP016652,45586,Evening,Short Rains,125,Rongai,Railways,Latema,Standard,Standard Unit,25,25,150,17.98 km,DIESEL,24.8 litres/100km,Cash,Ksh 3750,KES174.55
TRP007593,1717081620,afternoon,long rains,30,Westlands,Kencom,citi hoppa,Standard,Standard Unit,14 seater,14,129.16,14.47 km,Diesel,30.97,Mpesa,1808,166.0/=
TRP006615,45774,AM,Long Rains,36,Dandora,OTC,forward travelers,STANDARD,Standard Unit,25 pax,25,150,20,Diesel,20.2l/100km,Mpesa,Ksh 3750,202.95
TRP002583,45435,Night,Long Rains,111,Ngong Road,Railways,Nicco Movers,Nganya,Kixx,25 seater,25,KES124,10.35 km,Diesel,27.2 L/100km,Cash,3106.95,173.2/=
TRP000922,23.06.2024,EVENING,Dry Season,110,Kitengela,OTC,Citi Hoppa,standard,Standard Unit,25,25,KSH 150/=,13.6,DIESEL,19.2 litres/100km,mpesa,KES3750,166.1/=
TRP000188,11.08.2025,night,Dry Season,102,Kikuyu,Railways,City Shuttle,Nganya,Catalyst,14 seater,14,Ksh 76,6km,Diesel,27.9 litres/100km,MPESA ,1070.3,192.12
TRP007414,29.05.2025,EVENING,Long Rains,8,Pangani,Railways,Latema,Standard,Standard Unit,14,14,150/-,15km,Diesel,19.9 L/100km,mpesa,2100,KES182.21
TRP015833,45852,Night,DRY SEASON,56,Lavington-Kawangware,Kencom,KBS,Electric,BasiGo E-Bus,49 pax,49,KSH 150/=,23.22 km,ELECTRIC,45.8kwh,Cash,7350,25.67
TRP000284,45393,morning,Short Rains,EXP1,Nyayo Estate-Westlands,Railways,Citi Hoppa,Electric,BasiGo E-Bus,49-seater,49,Ksh 146,11.6,Electric,50.0kwh,M-Pesa,7155,26.5/=
TRP009176,45586,NIGHT,Short Rains,112,Kikuyu,Railways,Nicco Movers,Nganya,Opposite,25,25,200,18.5,diesel,20.9 litres/100km,mpesa,KSH 5000/=,166.9/=
TRP012295,45007,AM,Long Rains,14B,Eastleigh,Odeon,NICCO MOVERS,STANDARD,Standard Unit,25,25,80.37,5.4,Diesel,23.47,M-Pesa,2009,179.87
TRP000759,45190,AM,dry season,8,Pangani,Railways,Ongata Line,standard,Standard Unit,33 pax,33,117.94,14,diesel,30.5 litres/100km,M-PESA,KSH 3892/=,185.3/=
TRP010253,45106,AM,dry season,28,Huruma-Mathare,Muthurwa,Super Metro,Standard,Standard Unit,14,14,94,9km,DIESEL,22.4 L/100km,mpesa,1318,187.68
TRP010510,22/08/2025,Aftenoon,Dry Season,30,Westlands,Kencom,citi hoppa,Nganya,Night Nurse,25,25,KSH 200/=,26.2,DIESEL,30.3,mpesa,5000,Ksh 202.48
TRP014551,45137,PM,dry season,EXP1,Nyayo Estate-Westlands,Railways,2NK,standard,Standard Unit,33,33,Ksh 150,25.5,Diesel,20.8,Mpesa,4950,186.1/=
TRP015579,45121,Eve,DRY SEASON,EXP1,Nyayo Estate-Westlands,Railways,EMBASSAVA,Standard,Standard Unit,14,14,86,10.2,Diesel,19.6l/100km,M-PESA,1209,183.2/=
TRP005544,45172,Evning,Dry Season,25,Huruma-Mathare,Muthurwa,Kenya Mpya,STANDARD,Standard Unit,25,25,50,4.7,Diesel,25.1 L/100km,M-Pesa,Ksh 1250,Ksh 177.01
TRP005192,45962,evening,Short Rains,8B,Kibra,Railways,City Shuttle,standard,Standard Unit,33 seater,33,Ksh 150,14,Diesel,29.4,cash,4950,Ksh 187.31
TRP016279,45719,Morning,long rains,KU1,Kenyatta University,Odeon,Nicco Movers,standard,Standard Unit,14-seater,14,Ksh 150,23km,diesel,21.2 L/100km,M-PESA,2100,Ksh 192.52
TRP000054,44998,AM,Long Rains,MWI1,Mwiki-Upper Hill,Odeon,East Shuttle,Standard,Standard Unit,25 pax,25,135,9.7,DIESEL,27.5 L/100km,mpesa,3366,KES179.71
TRP004533,45948,Eve,Short Rains,KU1,Kenyatta University,Odeon,Kenya Mpya,STANDARD,Standard Unit,33,33,65,6.47 km,Petrol,31.57,mpesa,KSH 2155/=,211.85
TRP000879,45248,night,Short Rains,28,Huruma-Mathare,Muthurwa,Latema,Nganya,Mood,33 seater,33,KES173,16km,DIESEL,23.46,mpesa,5709,Ksh 189.93
TRP006041,22/09/2024,Afternoon,Dry Season,23A,Westlands,Railways,SUPER METRO,STANDARD,Standard Unit,14,14,150/-,18.3,DIESEL,22.5 litres/100km,Cash,2100/-,KES158.38
TRP016111,45338,NIGHT,dry season,125,Rongai,Railways,Ongata Line,nganya,Matrix Damager,25,25,57,6,DIESEL,18.7 litres/100km,cash,1426.89,KES165.43
TRP015515,27/04/2025,Afternoon,Long Rains,25,Huruma-Mathare,Muthurwa,Ongata Line,nganya,Kanambo,25,25,200,20.5,Diesel,29.1 L/100km,M-Pesa,5000,183.83
TRP002278,45957,AFTERNOON,SHORT RAINS,34F,Fedha,OTC,OMA SERVICES,Standard,Standard Unit,33,33,Ksh 142,18,Diesel,30.0 L/100km,M-Pesa,4688/-,Ksh 182.74
TRP002554,15.02.2024,MORNING,Dry Season,34,Langata Road,Kencom,2NK,NGANYA,Kixx,25,25,154,-13.5,Diesel,19.7 litres/100km,mpesa,3841,168.62
TRP014751,26/05/2025,Morning,long rains,EXP1,Nyayo Estate-Westlands,Railways,citi hoppa,electric,BasiGo E-Bus,33-seater,33,150,23.6,Electric,44.44,M-Pesa,KSH 4950/=,24.1/=
TRP003124,46017,MORNING,SHORT RAINS,8B,Kibra,Railways,Forward Travelers,Standard,Standard Unit,33,33,74,6.71 km,Diesel,25.8l/100km,CASH,2450.51,KES199.56
TRP015144,45194,PM,Dry Season,33J,Jogoo Road,Muthurwa,EMBASSAVA,STANDARD,Standard Unit,14,14,63/-,10,Diesel,26.3 L/100km,Mpesa,878.65,Ksh 177.33
TRP013935,45763,MORNING,Long Rains,11A,Langata Road,Railways,EMBASSAVA,Standard,Standard Unit,25,25,63,5.8,Petrol,18.8 litres/100km,Cash,KSH 1586/=,KES217.53
TRP009802,45758,AM,Long Rains,30,Westlands,Kencom,Citi Hoppa,STANDARD,Standard Unit,14,14,Ksh 150,23,diesel,21.1l/100km,mpesa,KSH 2100/=,Ksh 195.58
TRP015179,45817,Morning,Dry Season,MWI1,Mwiki-Upper Hill,Odeon,citi hoppa,Electric,BasiGo E-Bus,49,49,150,23.1,electric,41.9 kWh/100km,MPESA ,7350/-,23.9/=
TRP006944,45694,AFTERNOON,Dry Season,100,Kiambu,Odeon,Forward Travelers,Nganya,Night Nurse,14,14,KES200,25.8,Diesel,18.4 L/100km,M-Pesa,2800,199.31
TRP000375,23/10/2024,Evening,Short Rains,34E,Embakasi,OTC,Embassava,Standard,Standard Unit,25 pax,25,150,22.18 km,Diesel,21.9,mpesa,Ksh 3750,Ksh 158.88
TRP009774,45528,EVENING,Dry Season,MWI1,Mwiki-Upper Hill,Odeon,KBS,ELECTRIC,BasiGo E-Bus,25 seater,25,150,19.50 km,Electric,36.7 kWh/100km,MPESA ,3750,Ksh 24.15
TRP005432,24/02/2023,Afternoon,Dry Season,14A,Eastleigh,Odeon,KBS,Standard,Standard Unit,25,25,55,6.3,diesel,24.6 litres/100km,CASH,1386.17,193.1/=
TRP006127,26/06/2025,afternoon,Dry Season,102,Kikuyu,Railways,City Shuttle,nganya,Manchesa,14 pax,14,KES200,27.1,Diesel,31.4 litres/100km,mpesa,2800/-,192.56
TRP009854,1689247980,PM,Dry Season,33A,Pipeline,OTC,FORWARD TRAVELERS,Standard,Standard Unit,25 seater,25,KES50,4km,Diesel,18.3l/100km,cash,1250,185.1/=
TRP012352,14.12.2023,AFTERNOON,Short Rains,8,Pangani,Railways,Zuri,standard,Standard Unit,14,14,KSH 150/=,15,diesel,18.9 L/100km,MPESA ,Ksh 2100,Ksh 172.62
TRP013498,45318,Night,dry season,14B,Eastleigh,Odeon,City Shuttle,nganya,Matrix,33,33,55.18,7.1,Petrol,23.7l/100km,M-PESA,KSH 1821/=,KES180.74
TRP003671,45349,morning,Dry Season,28,Huruma-Mathare,Muthurwa,OMA Services,STANDARD,Standard Unit,33,33,Ksh 150,16.19 km,Diesel,18.17,Mpesa,Ksh 4950,Ksh 175.52
TRP014664,19/04/2024,EVENING,Long Rains,34E,Embakasi,OTC,NICCO MOVERS,Standard,Standard Unit,25,25,KSH 111/=,8,diesel,21.26,CASH,2781,156.99
TRP009039,44971,Evening,Dry Season,125,Rongai,Railways,zuri,standard,Standard Unit,25 seater,25,KSH 134/=,12.7,DIESEL,26.1l/100km,Mpesa,3352,Ksh 189.01
TRP000845,45581,MORNING,Short Rains,36,Dandora,OTC,forward travelers,Standard,Standard Unit,33,33,Ksh 150,15,Diesel,26.1 L/100km,Mpesa,4950,KES166.13
TRP007742,45737,Afternoon,long rains,125,Rongai,Railways,Super Metro,Standard,Standard Unit,33-seater,33,KSH 50/=,4.9,Petrol,23.81,CASH,KES1650,KES220.89
TRP007386,45642,Morning,short rains,105,Kikuyu,Railways,CITY SHUTTLE,nganya,Scorpion,14-seater,14,184/-,8.9,Diesel,20.9l/100km,mpesa,2579/-,Ksh 175.55
TRP006501,23/06/2024,evening,dry season,23A,Westlands,Railways,CITI HOPPA,standard,Standard Unit,25,25,62,6,Diesel,18.1 litres/100km,Mpesa,KES1554,174.6/=
TRP014501,45295,EVENING,Dry Season,8B,Kibra,Railways,kenya mpya,Nganya,Money Fest,25 seater,25,179.02,15km,Diesel,22.7 litres/100km,cash,4476,Ksh 159.16
TRP008157,45849,Eve,Dry Season,EXP1,Nyayo Estate-Westlands,Railways,embassava,NGANYA,Kixx,33,33,120.79,8,Petrol,25.6 L/100km,MPESA ,3986.07,203.28
TRP007863,45111,Night,Dry Season,23A,Westlands,Railways,citi hoppa,standard,Standard Unit,14,14,150,17km,DIESEL,27.9 L/100km,mpesa,2100,KES187.76
TRP015122,45406,afternoon,LONG RAINS,69,Outering Road,OTC,City Shuttle,Standard,Standard Unit,14,14,KSH 150/=,18,Diesel,21.5l/100km,Cash,KES2100,170.8/=
TRP015580,45555,Evning,DRY SEASON,8,Pangani,Railways,nicco movers,Standard,Standard Unit,33,33,KSH 134/=,12.17 km,diesel,23.1l/100km,MPESA ,4405.61,Ksh 168.51
TRP016067,45171,Aftenoon,dry season,48A,Lavington-Kawangware,Ambassador,KBS,Standard,Standard Unit,33 pax,33,132,20,Diesel,25.7 litres/100km,M-Pesa,4355.69,188.76
TRP016190,29/05/2024,PM,Long Rains,102,Kikuyu,Ambassador,Citi Hoppa,standard,Standard Unit,25-seater,25,150,22km,Petrol,28.68,cash,3750,189.9/=
TRP006490,45185,MORNING,dry season,112,Kikuyu,Railways,EAST SHUTTLE,Nganya,Sabaki,14-seater,14,175,15km,Diesel,27.4 litres/100km,Cash,2456/-,Ksh 175.85
TRP008853,13/03/2023,Afternoon,Long Rains,56,Lavington-Kawangware,Kencom,CITI HOPPA,Standard,Standard Unit,33,33,137,11.7,Diesel,23.2l/100km,Mpesa,4521.33,KES171.25
TRP010624,17/11/2023,NIGHT,SHORT RAINS,34,Langata Road,Kencom,Super Metro,Nganya,Money Fest,14 pax,14,Ksh 200,16.4,Diesel,28.2 litres/100km,M-PESA,KES2800,181.6/=
TRP001124,14/07/2025,Eve,Dry Season,69,Outering Road,OTC,EAST SHUTTLE,electric,BasiGo E-Bus,33,33,150,15.8,Electric,37.52,MPESA ,Ksh 4950,KES24.23
TRP002638,45968,NIGHT,short rains,11A,Langata Road,Railways,East Shuttle,NGANYA,Godfather,25,25,200,17.5,Diesel,29.6l/100km,mpesa,KSH 5000/=,200.75
TRP012982,45909,PM,dry season,34,Langata Road,Kencom,Ongata Line,nganya,Money Fest,25 seater,25,KES145,19,diesel,20.1l/100km,cash,3619,KES194.70
TRP001356,45730,AFTERNOON,Long Rains,23A,Westlands,Railways,city shuttle,Nganya,X-Trail,33,33,108,8,Diesel,24.8,cash,3574,188.2/=
TRP010415,45490,Mornig,DRY SEASON,8B,Kibra,Railways,Nicco Movers,NGANYA,Rongai King,14,14,200,19km,Diesel,23.2l/100km,cash,KSH 2800/=,KES158.45
TRP013918,16/10/2024,evening,Short Rains,34,Langata Road,Kencom,CITI HOPPA,Nganya,X-Trail,25,25,200,23km,Petrol,18.67,mpesa,KSH 5000/=,Ksh 174.71
TRP005560,45568,AM,Short Rains,14A,Eastleigh,Odeon,Embassava,STANDARD,Standard Unit,14,14,KSH 150/=,14.1,Diesel,25.0 L/100km,MPESA ,2100,KES174.44
TRP002483,44949,MORNING,dry season,105,Kikuyu,Railways,Ongata Line,STANDARD,Standard Unit,14,14,127,11.7,DIESEL,19.5l/100km,Mpesa,1776.09,174.13
TRP008748,45092,Mornig,DRY SEASON,33J,Jogoo Road,Muthurwa,FORWARD TRAVELERS,Nganya,Godfather,33,33,195.76,20.5,Diesel,27.1 litres/100km,MPESA ,Ksh 6460,KES185.32
TRP001282,45888,NIGHT,Dry Season,25,Huruma-Mathare,Muthurwa,Forward Travelers,Nganya,Moneyfest,25 seater,25,172,15km,Petrol,29.2 litres/100km,CASH,4298,Ksh 199.52
TRP011042,45434,NIGHT,LONG RAINS,102,Kikuyu,Railways,Kbs,STANDARD,Standard Unit,14 seater,14,150,17.71 km,Diesel,31.28,cash,2100,KES168.14
TRP014010,45591,MORNING,Short Rains,14A,Eastleigh,Odeon,Zuri,Nganya,Scorpion,14,14,200,20,PETROL,23.7l/100km,CASH,KSH 2800/=,Ksh 181.06
TRP003261,45166,morning,dry season,34,Langata Road,Kencom,Citi Hoppa,STANDARD,Standard Unit,25 seater,25,KES118,13.1,diesel,27.9l/100km,CASH,KSH 2951/=,174.46
TRP012831,45621,Aftenoon,Short Rains,112,Kikuyu,Railways,oma services,Standard,Standard Unit,14,14,Ksh 150,27.9,petrol,24.7l/100km,M-Pesa,2100,KES193.47
TRP013439,45845,MORNING,Dry Season,33J,Jogoo Road,Muthurwa,Forward Travelers,Standard,Standard Unit,33 pax,33,Ksh 150,17.48 km,diesel,27.0l/100km,M-PESA,4950,188.8/=
TRP016128,45025,Evening,Dry Season,33A,Pipeline,OTC,Forward Travelers,STANDARD,Standard Unit,14 seater,14,150,26.6,Petrol,26.6l/100km,CASH,2100,KES203.12
TRP013396,45586,afternoon,SHORT RAINS,125,Rongai,Railways,Zuri,STANDARD,Standard Unit,33,33,75,8.2,Diesel,27.6l/100km,mpesa,2479,Ksh 157.62
TRP013856,45651,NIGHT,short rains,KU1,Kenyatta University,Odeon,Nicco Movers,standard,Standard Unit,33,33,150,18.9,DIESEL,27.3 L/100km,M-PESA,4950,163.5/=
TRP010036,45433,Mornig,Long Rains,34F,Fedha,OTC,Embassava,Standard,Standard Unit,33 seater,33,150/-,20km,Diesel,28.2 litres/100km,CASH,4950,167.0/=
TRP008402,45008,AFTERNOON,Long Rains,34E,Embakasi,OTC,embassava,STANDARD,Standard Unit,14,14,58/-,5.7,diesel,27.9l/100km,Cash,Ksh 812,Ksh 192.68
TRP001531,45110,EVENING,DRY SEASON,30,Westlands,Kencom,Oma Services,Standard,Standard Unit,14,14,KSH 150/=,26.99 km,PETROL,25.6 L/100km,Cash,2100,KES207.20
TRP016523,45630,PM,Short Rains,33A,Pipeline,OTC,2Nk,Standard,Standard Unit,33,33,50/-,4.3,Diesel,24.1,MPESA ,1650/-,Ksh 175.04
TRP010690,45126,Evning,dry season,34E,Embakasi,OTC,Embassava,Standard,Standard Unit,25,25,150,20.3,Diesel,26.28,CASH,3750,Ksh 189.87
TRP010517,31/05/2025,Late Night,LONG RAINS,MWI1,Mwiki-Upper Hill,Odeon,NICCO MOVERS,STANDARD,Standard Unit,33 seater,33,KES95,10,petrol,29.0l/100km,M-PESA,3147.96,206.51
TRP003370,45420,PM,DRY SEASON,125,Rongai,Railways,SUPER METRO,nganya,John Wick,25,25,127/-,13.83 km,diesel,19.3 litres/100km,M-PESA,3183.59,157.6/=
TRP006820,45521,EVENING,Dry Season,11A,Langata Road,Railways,Forward Travelers,Standard,Standard Unit,33-seater,33,KES150,20.6,Diesel,26.8 L/100km,Mpesa,4950,Ksh 177.71
TRP016504,1684254780,EVENING,long rains,34E,Embakasi,OTC,Manchester,Standard,Standard Unit,14-seater,14,137.23,10.1,Diesel,21.2 L/100km,M-PESA,1921,Ksh 171.69
TRP004231,45544,Afternoon,Dry Season,33,Pipeline,OTC,Forward Travelers,STANDARD,Standard Unit,14,14,136,17km,Petrol,25.2 litres/100km,M-PESA,1900,KES183.85
TRP002014,45347,Mornig,DRY SEASON,110,Kitengela,OTC,Citi Hoppa,Standard,Standard Unit,14,14,KSH 57/=,4.34 km,Diesel,23.3 litres/100km,M-Pesa,800,176.9/=
TRP014046,16/10/2025,Morning,Short Rains,111,Ngong Road,Railways,Manchester,nganya,X-Trail,33,33,KSH 200/=,15km,Diesel,29.0 litres/100km,Cash,6600,196.25
TRP007259,45129,NIGHT,DRY SEASON,34,Langata Road,Kencom,Latema,standard,Standard Unit,14-seater,14,150,25.2,DIESEL,25.9 L/100km,Mpesa,2100,174.63
TRP006105,1761732840,afternoon,Short Rains,69,Outering Road,Railways,east shuttle,Electric,BasiGo E-Bus,33-seater,33,KSH 129/=,14.4,Electric,44.68,M-PESA,4245,24.83
TRP016139,45928,Afternoon,Dry Season,14A,Eastleigh,Odeon,forward travelers,NGANYA,Scorpion,14,14,55.89,6,diesel,22.6 litres/100km,M-Pesa,Ksh 782,KES184.55
TRP001673,45478,NIGHT,Long Rains,8B,Kibra,Railways,city shuttle,Standard,Standard Unit,33,33,KES119,9km,Diesel,26.78,cash,3925/-,166.04
TRP008785,45475,Late Night,Dry Season,8,Pangani,Railways,Latema,nganya,Moxie,33-seater,33,195,19,Petrol,28.39,MPESA ,Ksh 6449,Ksh 178.27
TRP007977,45570,Morning,short rains,105,Kikuyu,Railways,Ongata Line,Standard,Standard Unit,33-seater,33,KES150,14km,petrol,22.9l/100km,M-Pesa,4950,174.2/=
TRP014963,45783,AFTERNOON,LONG RAINS,111,Ngong Road,Railways,Kbs,Nganya,X-Trail,33-seater,33,Ksh 155,13.77 km,Diesel,23.6l/100km,CASH,5109,200.21
TRP006572,27/08/2023,EVENING,dry season,EXP1,Nyayo Estate-Westlands,Railways,East Shuttle,Nganya,X-Trail,25,25,KSH 200/=,21.87 km,PETROL,21.7 litres/100km,cash,Ksh 5000,208.9/=
TRP001032,45135,morning,DRY SEASON,125,Rongai,Railways,Nicco Movers,STANDARD,Standard Unit,25,25,150,24.49 km,diesel,25.56,MPESA ,3750,178.1/=
TRP016728,45120,Afternoon,Dry Season,46,Kawangware,Kencom,KBS,Nganya,Nyoka,25-seater,25,95.5,14.22 km,DIESEL,23.1 L/100km,mpesa,KSH 2388/=,Ksh 181.30
TRP007384,45538,Evening,Dry Season,33A,Pipeline,OTC,Forward Travelers,standard,Standard Unit,33 seater,33,KES150,27.29 km,Diesel,29.38,Cash,Ksh 4950,KES161.43
TRP005180,45962,NIGHT,Dry Season,34E,Embakasi,OTC,Embassava,STANDARD,Standard Unit,33,33,Ksh 60,7,Petrol,24.35,Cash,1994,212.07
TRP012339,45546,NIGHT,dry season,102,Kikuyu,Railways,ONGATA LINE,Nganya,Mood,33,33,50,4.6,Diesel,23.58,Mpesa,KSH 1650/=,KES164.39
TRP003252,45723,Aftenoon,Long Rains,30,Westlands,Kencom,Citi Hoppa,Standard,Standard Unit,14 pax,14,KSH 150/=,27.1,Diesel,19.5 L/100km,CASH,2100,196.9/=
TRP010055,22/03/2025,PM,Long Rains,33,Pipeline,OTC,embassava,Standard,Standard Unit,14 seater,14,106.43,10,DIESEL,20.8l/100km,Cash,Ksh 1490,Ksh 203.39
TRP003393,45898,Evening,dry season,125,Rongai,Railways,Zuri,Standard,Standard Unit,33 seater,33,150,19.8,Diesel,31.27,CASH,KES4950,KES205.08
TRP003719,45119,morning,Dry Season,28,Huruma-Mathare,Muthurwa,Kenya Mpya,Standard,Standard Unit,33,33,70/-,7,diesel,31.22,CASH,2306.52,KES188.69
TRP006967,14/09/2023,Evning,dry season,73,Outering Road,OTC,Citi Hoppa,ELECTRIC,BasiGo E-Bus,49-seater,49,150,25km,electric,39.67,MPESA ,7350,27
TRP016903,45515,Eve,Dry Season,125,Rongai,Railways,Zuri,Standard,Standard Unit,33,33,Ksh 120,10.1,Diesel,20.27,MPESA ,3957/-,KES163.28
TRP004975,24/03/2023,Mornig,long rains,34E,Embakasi,OTC,Embassava,Nganya,Lightning,33,33,185,16.32 km,Diesel,29.9l/100km,cash,6112,177.2/=
TRP013938,45074,Evening,long rains,48A,Lavington-Kawangware,Ambassador,EMBASSAVA,STANDARD,Standard Unit,14,14,150,14km,Diesel,25.1l/100km,Cash,2100,190.54
TRP014552,23/06/2024,AM,Dry Season,56,Lavington-Kawangware,Kencom,embassava,Standard,Standard Unit,14,14,50,4km,PETROL,20.6l/100km,CASH,700,174.8/=
TRP003447,45818,MORNING,dry season,112,Kikuyu,Railways,Embassava,Nganya,Overload,14 seater,14,84,6,Diesel,24.0l/100km,Cash,1179,Ksh 200.28
TRP005048,44965,evening,DRY SEASON,69,Outering Road,OTC,Zuri,standard,Standard Unit,33,33,150,18.39 km,DIESEL,21.69,Cash,KSH 4950/=,KES191.18
TRP011399,45005,Nyt,LONG RAINS,112,Kikuyu,Railways,Nicco Movers,Standard,Standard Unit,25-seater,25,138,10km,DIESEL,31.1l/100km,Cash,3459,KES177.92
TRP003098,45607,AFTERNOON,Short Rains,8,Pangani,Railways,NICCO MOVERS,STANDARD,Standard Unit,33,33,72,7.6,Diesel,20.8l/100km,mpesa,2378.03,KES171.25
TRP002909,18/07/2024,EVENING,Dry Season,28,Huruma-Mathare,Muthurwa,ZURI,Standard,Standard Unit,25,25,91/-,13,DIESEL,27.5l/100km,M-PESA,2283,Ksh 160.38
TRP011547,45872,AM,Dry Season,14B,Eastleigh,Odeon,City Shuttle,Nganya,B613,14,14,137,13,Diesel,20.7 L/100km,cash,1914,KES203.79
TRP010426,45393,Aftenoon,Long Rains,11A,Langata Road,Railways,Ongata Line,Standard,Standard Unit,14 seater,14,118.38,12.58 km,diesel,28.6 L/100km,MPESA ,1657,KES160.52
TRP012361,45223,night,Short Rains,34F,Fedha,OTC,Kenya Mpya,Standard,Standard Unit,33,33,50,4.4,Diesel,31.9l/100km,M-PESA,Ksh 1650,Ksh 191.33
TRP005093,45061,NIGHT,long rains,30,Westlands,Kencom,City Shuttle,Standard,Standard Unit,25,25,103/-,12.29 km,Petrol,19.7 litres/100km,CASH,2586.14,KES190.72
TRP013544,45327,EVENING,Dry Season,73,Outering Road,OTC,Citi Hoppa,ELECTRIC,BasiGo E-Bus,25,25,150,20,Electric,36.6,mpesa,3750/-,Ksh 25.14
TRP009550,45552,MORNING,Dry Season,34F,Fedha,OTC,EMBASSAVA,Standard,Standard Unit,33,33,KSH 111/=,10km,DIESEL,31.3 litres/100km,CASH,3652,175.44
TRP011830,29/08/2023,afternoon,Dry Season,14A,Eastleigh,Odeon,kenya mpya,STANDARD,Standard Unit,25,25,KSH 136/=,21.4,diesel,30.7l/100km,M-Pesa,KES3396,176.3/=
TRP001564,45013,afternoon,Long Rains,8,Pangani,Railways,CITI HOPPA,standard,Standard Unit,14-seater,14,50,4.4,petrol,29.6 L/100km,MPESA ,700/-,Ksh 208.61
TRP015031,45963,MORNING,Dry Season,36,Dandora,OTC,OMA SERVICES,Electric,BasiGo E-Bus,25 seater,25,150,21.7,Electric,38.46,mpesa,3750,Ksh 25.88
TRP013257,20/11/2024,Afternoon,SHORT RAINS,14A,Eastleigh,Odeon,Embassava,Standard,Standard Unit,25,25,150,20.90 km,Diesel,31.7 litres/100km,cash,3750/-,161.8/=
